交易所,代码,公司,行业,PE,股息率,净利润率,毛利率,PB,ROE_TTM_2020,ROE_TTM_2019,ROE_TTM_2018,ROE_TTM_2017,ROE_TTM_2016,ROE_TTM_2015,净利润2020,净利润2019,净利润2018,净利润2017,净利润2016,每股收益2020TTM,每股收益2020,关注度
sz,="300336",新文化,传媒,-4.1557,0,-1.7306,-0.4774,2.0233,-0.3848,-0.0007,0.0829,0.0984,0.0994,0.0834,-977796991,1183383,247689102,276139372.52,259258337.84,-1.2128,-1.1764,73
sz,="300459",金科文化,计算机软件,-4.183,0,-1.7143,0.7567,3.0474,-0.4944,0.0941,0.0854,0.1052,,,-2812451893,802196158,578492770,291306023.03,,-0.7937,-0.7844,163
sz,="002640",跨境通,网络零售,-4.2076,0,-0.1594,0.3091,2.4852,-0.4593,0.0843,0.1659,0.1498,0.1167,0.0409,-2799441158,582552945,854663456,465600539.46,228123796.18,-1.7968,-1.738,215
sz,="300195",长荣股份,专用设备,-4.3018,0,-0.5572,0.3492,1.0942,-0.2105,0.0158,0.0359,0.0394,0.0689,0.1164,-715450513,62052202,154371061,142853320.42,157505730.57,-1.6505,-1.6206,61
sz,="002172",澳洋健康,合成纤维,-4.4398,0,-0.221,0.0456,1.6981,-0.3671,-0.0916,0.0736,0.2341,0.1536,-0.1344,-493197369,-65576428,117287319,285683754.01,175691621.77,-0.6352,-0.5476,70
sz,="300159",新研股份,航天航空,-4.4417,0,-1.5434,0.2804,2.1059,-0.3629,0.0291,0.0722,0.042,0.0884,0.1025,-1939417958,196694036,455113620,250110165.71,300969230.58,-1.3013,-1.3276,73
sh,="900955",*ST海创B,,-4.4856,0,-21.1747,0.0257,1.3898,-0.2617,-0.1466,0.0765,-0.1235,-0.0068,0.0259,,-31742370.6708,18015596.267,-27959476.2511,-720236.3955,-0.0346,-0.034,2
sz,="300300",汉鼎宇佑,信息技术服务,-4.4946,0,-2.9551,0.0377,3.0768,-0.5222,0.0744,0.0713,0.0233,0.1057,0.1263,-1006809986,183874819,157978954,33711676.59,83261377.74,-1.4837,-1.1667,82
sz,="000927",*ST夏利,汽车,-4.6064,0,-4.2744,-0.1496,-4.2881,-1.7998,0.5674,-2.4061,0.0446,0.081,-0.7967,-1409429291,61292152,-1597706714,63382773.01,108343357.28,-0.8836,-0.9281,72
sh,="600136",当代文体,传媒,-4.6356,0,-0.0735,0.2087,1.3022,-0.0256,-0.0042,0.0784,0.0618,0.0445,0.0056,-30684127,179046626,182936354,121979828.14,53779202.51,-0.0525,0.1797,96
sz,="300478",杭州高新,化学制品,-4.6966,0,-0.5145,0.0466,5.9406,-0.7129,0.0442,0.0718,0.0697,,,-308012645,25510179,38852226,35146605.3,,-2.4316,-2.3092,26
sz,="300301",长方集团,光电子器件,-4.7115,0,-0.3132,0.2335,1.931,-0.3402,-0.0498,0.0406,-0.01,0.1231,0.0639,-476262997,-143836098,37338059,-75178464.08,108116506.86,-0.6028,-0.5435,39
sz,="300027",华谊兄弟,传媒,-4.7279,0,-2.2248,0.2834,4.3996,-0.5665,-0.1353,0.1348,0.0633,0.1416,0.1758,-4009801710,-1445503844,1155222029,477220750.34,994150205.72,-1.4383,-1.4205,393
sh,="600169",太原重工,专用设备,-4.7957,0,-0.1338,0.2432,1.8177,-0.2558,0.0124,0.0125,-0.3635,-0.0382,0.0057,-957901682,47493259,54115546,-1697002712.1,-203927107.4,-0.3736,-0.3176,66
sh,="600293",三峡新材,通信设备,-4.845,0,-0.13,0.2273,1.0005,-0.0605,0.0428,0.1218,0.1184,-0.0915,0.0135,-234437064,172099596,444557187,243923699.67,-65740631.18,-0.2021,0.0093,83
sz,="300350",华鹏飞,物流,-4.8585,0,-0.9856,0.239,5.8768,-0.5753,-0.3534,0.0372,0.0803,0.0914,0.0725,-541633299,-603182863,46239731,140607090.02,98776392.9,-1.1362,-1.1093,65
sz,="002431",棕榈股份,建筑与工程,-4.8853,0,-0.4394,0.0409,1.1671,-0.2216,-0.0304,0.0828,0.0343,-0.0581,0.1166,-1040977988,-120693902,363039562,145287492.61,-252620918.57,-0.7001,-0.66,87
sz,="002052",*ST同洲,通信设备,-4.9004,0,-0.4071,0.174,2.9531,-0.4642,-0.3891,-0.021,-0.4908,0.0472,-0.3589,-229859377,-293747834,-19102799,-599806544.77,56018997.24,-0.3081,-0.2646,49
sz,="000040",东旭蓝天,电力公用事业,-4.9112,0,-0.1995,0.1471,0.3781,-0.0731,0.0043,0.1348,0.0294,0.0649,0.0446,-1029349008,52094943,1592349120,181540109.83,85432037.58,-0.6923,-0.6437,143
sz,="002681",*ST奋达,家用电器,-4.9955,0,-0.8814,0.1783,3.8646,-0.8039,-0.1368,0.0994,0.1388,0.1276,0.0985,-3037160564,-785555629,452495005,376620654.81,308367075.3,-1.4936,-1.5012,166
sz,="000732",泰禾集团,住宅地产开发和管理,-5.0038,0,-0.0485,0.1174,0.7415,-0.0226,0.1427,0.1005,0.0822,0.1069,0.1119,-1069848871,3289280971,2131577404,1616066758.34,1408675226.99,-0.4298,0.1874,402
sz,="300325",德威新材,化学制品,-5.0198,0,-0.56,0.1507,3.9012,-0.4559,-0.092,0.0226,0.051,0.0566,0.0837,-589047686,-151159585,32127695,74875178.43,63198667.29,-0.5857,-0.5848,40
sz,="000889",中嘉博创,通信技术服务,-5.021,0,-0.4656,0.1359,2.8183,-0.4428,0.0753,0.095,0.0906,0.071,0.0611,-1315358466,239853910,248347492,217398688.48,158140791.52,-1.9659,-1.8535,120
sz,="300339",润和软件,信息技术服务,-5.039,0,-0.8701,0.2615,3.237,-0.4913,0.0667,0.063,0.0934,0.0872,0.0968,-1835674602,321077720,257553426,315277317.3,207774823.36,-2.3049,-2.2529,196
sz,="300297",蓝盾股份,信息技术服务,-5.0756,0,-0.6168,0.4203,1.3937,-0.2318,0.0942,0.1136,0.1459,0.1305,0.0657,-1041582749,400996826,420753573,359648934.5,129261554.41,-0.8334,-0.7493,258
sz,="002319",*ST乐通,化学制品,-5.107,0,-0.8661,0.2507,11.1649,-1.0424,-0.0719,0.0218,-0.0251,0.0438,0.0065,-294498937,-32954154,10468989,-16140331.89,19127613.56,-1.4725,-1.4575,35
sz,="000409",ST地矿,工业贸易经销商,-5.1802,0,-0.3822,0.0198,4.3189,-0.5001,0.0996,-0.2881,-0.162,0.1146,-0.0598,-426086712,66549712,-277268386,-228036232.26,128889714.26,-0.8339,-0.8888,41
sz,="000707",ST双环,化学原料,-5.2718,0,-0.0525,0.1514,-25.2073,-0.8819,0.6773,-1.3395,-0.486,0.0098,-0.0008,-123764034,237957582,-872172862,-600932273.61,11361611.19,-0.2666,0.0243,42
sz,="002269",美邦服饰,服装与配饰,-5.3125,0,-0.2326,0.3609,3.1595,-0.4573,0.0098,-0.0935,0.0043,-0.1228,0.0204,-1083044000,28302941,-283328074,13720187,-419354489,-0.4311,-0.3285,79
sz,="000595",*ST宝实,通用机械,-5.3371,0,-1.1817,-0.0396,5.7032,-0.6254,-0.1688,0.0414,-0.1064,-0.1475,0.0069,-315039999,-125210219,19855751,-74964649.98,-118089451.77,-0.4122,-0.4124,68
sz,="000571",*ST大洲,工业集团企业,-5.3423,0,-0.4632,0.2408,4.8643,-0.4084,-0.4636,0.0247,-0.0095,0.0107,0.0337,-617145332,-927864964,17653069,35371066.7,49968859.18,-0.7581,-0.7533,45
sz,="002264",新华都,食品与主要用品零售,-5.4104,0,-0.1179,0.2226,3.92,-0.5062,-0.0005,-0.0474,0.0243,-0.268,-0.0093,-684512602,16355442,-63106446,46697226.41,-343957473.54,-0.9999,-1.1048,60
sh,="600212",*ST江泉,电力公用事业,-5.4263,0,-1.0696,0.0713,6.9029,-0.778,-0.3275,0.0113,0.0505,-0.3739,-0.0281,-304587545,-212810916,8460187,36120563.29,-314138755.94,-0.5952,-0.6871,30
sz,="000908",景峰医药,化学制剂,-5.4313,0,-0.6895,0.5962,3.0773,-0.3896,0.069,0.0589,0.1549,0.1662,0.3074,-900621736,190874769,144028257,332870243.84,322727537.73,-1.0237,-1.0034,110
sh,="600815",*ST厦工,专用设备,-5.4544,0,-0.7723,0.0874,3.3911,-1.5135,-1.8582,0.3546,-1.4117,-0.2667,-0.0242,-1135517935,-749422883,119585722,-2596190908.2,-981411701.97,-0.6401,-0.6502,35
sz,="002466",天齐锂业,有色金属,-5.4605,0,-1.3749,0.5448,5.9217,-0.6147,0.2016,0.3357,0.3546,0.1594,0.0839,-6594951125,1651189715,2399476815,1633518785.89,502402121.08,-4.4648,-4.0508,1607
sz,="002366",台海核电,重型电气设备,-5.5013,0,-3.4099,-1.3257,1.9646,-0.2967,0.0794,0.396,0.2499,0.1118,0.0416,-650384809,254387900,1036082378,441888787.44,122372105.77,-0.9289,-0.741,123
sz,="002499",*ST科林,电力公用事业,-5.561,0,-2.8333,0.1788,19.6297,-1.159,-1.2137,0.0797,0.0268,0.0375,0.0092,-126771373,-600974597,61919391,20873969.99,28216783.11,-0.6707,-0.6542,35
sz,="300013",新宁物流,物流,-5.5664,0,-0.7122,0.2768,4.1328,-0.518,0.0477,0.1003,0.0522,-0.1327,0.025,-596235430,66873497,138789327,67191331.9,-104992445.69,-1.3348,-1.3031,39
sz,="300176",派生科技,汽车零配件与设备,-5.6457,0,-0.3725,0.1982,2.9318,-0.4086,0.1171,0.7068,0.0805,0.0767,0.0286,-457542124,157368853,699894881,50807705.05,45352559.32,-1.1814,-1.1064,126
sz,="002686",亿利达,通用机械,-5.6743,0,-0.3609,0.2602,2.6172,-0.3251,-0.0203,0.1001,0.1083,0.139,0.1173,-440613855,-6632015,143560687,110380872,108685783.59,-1.0116,-1.0205,48
sz,="000697",炼石航空,航天航空,-5.6956,0,-0.8256,0.1794,6.0691,-0.6962,0.0076,0.0305,-0.037,0.0339,0.0838,-1541194827,19156293,50700870,-50041346.35,49545818.19,-2.2948,-2.3056,56
sz,="000663",*ST永林,耐用家居用品,-5.7811,0,-0.3572,0.1813,2.4318,-0.3338,-0.8856,0.03,0.0614,0.0266,-0.0267,-234118438,-1323366939,61959865,122416623.68,28759760.73,-0.6954,-0.7009,56
sz,="002470",*ST金正,农用化工,-5.8576,0,-0.1021,0.1965,0.5153,-0.0831,0.0103,0.0769,0.1017,0.1493,0.1632,-931236889,165581804,830276786,1027602119.7,1185567272.04,-0.2834,-0.2079,3916
sz,="300182",捷成股份,传媒,-5.8715,0,-0.742,0.2277,1.9435,-0.2838,0.0025,0.1212,0.1111,0.1099,0.1709,-2473445962,28715558,1157441141,970934183.06,587451587.08,-0.9606,-0.9244,460
sh,="900921",丹科B股,,-5.9076,0,-0.2758,0.0131,0.8623,-0.1305,-0.032,0.1164,-0.0678,-0.0723,0.0543,,-10667728.1108,35562900.483,-11945035.5241,-9788335.623,-0.0364,-0.0381,2
sz,="300097",智云股份,通用机械,-5.9239,0,-1.3767,0.2222,3.0322,-0.4038,0.0247,0.1249,0.0646,0.0603,0.043,-637608024,49999472,211478863,89813000.34,50864063.24,-2.2097,-2.4126,176
sz,="002471",中超控股,电气部件与设备,-5.9539,0,-0.0896,0.118,2.4308,-0.2911,0.0424,0.0374,0.0487,0.0435,0.0664,-565719520,87893564,79100099,110402608.33,102211865.87,-0.4462,-0.365,48
sz,="002739",万达电影,传媒,-5.9737,0,-0.4503,0.2308,3.325,-0.4393,0.0938,0.137,0.1333,0.1841,,-5754941218,1180442022,1582370374,1376938281.47,1311145031.06,-2.7689,-2.2751,589
sh,="600226",*ST瀚叶,农用化工,-6.0516,0,-1.0102,0.3044,1.2456,-0.1853,0.0372,0.0541,0.0925,0.115,0.0648,-734215148,165598956,222512630,259372748.01,174135775.92,-0.2339,-0.2144,76
sz,="000821",京山轻机,专用设备,-6.1269,0,-0.2682,0.2074,1.6072,-0.2272,0.0733,0.0787,0.0606,0.0295,0.0398,-599124175,200528760,182466620,96856573.84,27598968.66,-1.1131,-0.9615,77
sz,="300359",全通教育,计算机软件,-6.1467,0,-1.0597,0.2028,6.9004,-0.6589,-0.3495,0.0543,0.0577,0.1068,0.1202,-704593966,-659748132,78580680,83453432.47,100982428.67,-1.111,-1.1116,124
sz,="300050",世纪鼎利,通信技术服务,-6.1806,0,-0.4267,0.2347,1.258,-0.1895,0.0189,0.0325,0.0594,0.0583,0.0351,-503107445,59773204,92598280,127282949.61,119449201.87,-0.8802,-0.8861,124
sz,="000698",沈阳化工,化学原料,-6.1861,0,-0.0917,0.0224,1.6077,-0.2285,0.0255,0.0416,0.0811,0.0941,-0.0034,-927334056,113725330,178528246,336525557.87,331725324.55,-1.1316,-0.91,80
sh,="600555",*ST海创,酒店餐饮与休闲,-6.2188,0,-21.1747,0.0257,1.8958,-0.2617,-0.1466,0.0765,-0.1235,-0.0068,0.0259,-314410692,-216718048,119462143,-197134062.52,-4970431.31,-0.2412,-0.2367,51
sh,="603085",天成自控,汽车零配件与设备,-6.4104,0,-0.4112,0.1475,3.4457,-0.637,0.0477,0.0772,0.0553,,,-554776752,48123023,74230016,36716045.17,,-1.9065,-1.8391,41
sz,="002610",爱康科技,电子元器件,-6.4439,0,-0.3586,0.1461,2.5283,-0.3318,0.023,0.0202,0.0247,0.028,0.0539,-1615808136,122800025,118274873,143274353.88,114123043.04,-0.36,-0.359,94
sz,="002638",*ST勤上,光电子器件,-6.6214,0,-0.3047,0.168,0.6281,-0.0935,-0.2822,0.0206,-0.1087,0.0119,0.0082,-376148786,-1300964775,95057346,-415313086.68,20471789.59,-0.2477,-0.2455,58
sz,="002652",扬子新材,建筑产品,-6.6483,0,-0.1864,0.0716,5.4493,-0.4965,0.0456,0.1335,0.2209,0.1248,0.0606,-340436743,29916391,76393561,101233767.28,43450892.42,-0.6648,-0.6203,30
sz,="002308",威创股份,电子设备及服务,-6.6498,0,-1.283,0.5052,2.5858,-0.4106,0.0419,0.067,0.082,0.075,0.0375,-1229671717,137291316,193991000,187081795.96,160030695.64,-1.3569,-1.3582,178
sz,="300307",慈星股份,专用设备,-6.6971,0,-0.7242,0.2379,2.0498,-0.2605,0.0225,0.0594,0.036,0.028,-0.0874,-946046712,102879718,246899041,147744801.04,110586527.07,-1.1796,-1.0902,2919
sh,="600291",西水股份,保险,-6.828,0,-0.1515,,1.0245,-0.087,-0.0016,0.0211,0.1049,0.0057,0.0648,-1588042078,179150521,490712545,2098762145.97,,-1.4528,-1.5758,223
sz,="300197",铁汉生态,建筑与工程,-6.8779,0,-0.2298,0.1367,1.3238,-0.1479,0.0415,0.1194,0.1047,0.0891,0.1278,-1002956642,283241335,688837217,522383458.99,304690316.72,-0.4275,-0.3887,314
sh,="600691",阳煤化工,化学原料,-7.0035,0,-0.06,0.1113,1.0799,-0.1456,0.006,0.0093,-0.1863,-0.0003,0.0377,-793859999,95321016,134736567,-898860522.9,35166773.79,-0.3341,-0.2206,58
sz,="002517",恺英网络,计算机软件,-7.0576,0,-1.0327,0.7452,4.8914,-0.4586,0.0223,0.3951,0.3513,1.0169,-0.063,-1953091323,16200402,1649950781,785957831.79,753203308.86,-0.887,-0.8598,197
sz,="002383",合众思壮,通信设备,-7.1578,0,-0.7679,0.4416,2.951,-0.3393,0.028,0.0786,0.0449,0.0355,0.0331,-1156943099,109491742,290639287,118154648.34,57060452,-1.548,-1.4235,171
sz,="000892",欢瑞世纪,传媒,-7.2533,0,-1.1085,-0.1573,1.4862,-0.1787,0.0991,0.1581,0.1764,0.5292,-0.5556,-547750090,327102297,459441115,235906126.89,,-0.5584,-0.5618,76
sz,="300228",富瑞特装,专用设备,-7.3381,0,-0.2136,0.2043,1.6846,-0.2086,0.0085,0.0199,-0.133,-0.0276,0.147,-325978906,13748192,34799815,-254195756.05,-40274646.74,-0.6895,-0.6911,66
sz,="002256",*ST兆新,化学制品,-7.3387,0,-0.6625,0.3805,1.435,-0.1582,-0.1284,0.0692,0.0847,0.0919,0.0853,-310371561,-260654267,160447862,120872445.81,55455584.91,-0.1649,-0.1633,86
sz,="002348",高乐股份,休闲设备与用品,-7.4485,0,-0.6562,0.2496,2.0837,-0.2726,0.0343,0.0416,0.0334,0.0423,0.0356,,29529037,46138259,41480175.51,51224895.28,-0.3813,-0.3473,79
sh,="600470",*ST六化,农用化工,-7.4492,0,-0.0449,0.0865,1.4058,-0.1648,-0.3372,0.0147,-0.0982,0.006,-0.1403,-211166313,-636331277,74694346,-111358766.62,121100817.43,-0.4048,-0.5023,30
sh,="600589",广东榕泰,化学原料,-7.4794,0,-0.4197,0.2207,1.5806,-0.1903,0.0477,0.0449,0.035,0.0143,0.0133,-557247885,151048424,137784179,103750832.7,35573079.9,-0.7915,-0.7637,46
sz,="300210",森远股份,专用设备,-7.5443,0,-0.9025,0.1789,2.137,-0.2813,-0.1029,0.041,0.0602,0.0846,0.1325,-292832479,-129157994,51835943,75317720.63,87783738.07,-0.6048,-0.6608,26
sz,="002872",ST天圣,药品流通,-7.573,0,-0.1604,0.2889,0.6341,-0.0772,0.0187,,,,,-241870063,54955616,258992919,,,-0.7606,-0.7008,50
sz,="200706",瓦轴B,,-7.613,0.0337,-0.0673,0.2041,0.7996,-0.0939,0.0092,0.0067,0.0223,0.006,-0.0901,,14420111.168,11243554.9393,33903678.0691,11787400.3368,-0.3415,-0.3423,6
sz,="002323",*ST雅博,建筑与工程,-7.7627,0,-2.1698,-0.1431,32.5261,-1.4348,-0.7876,0.3015,0.3346,0.37,0.0144,-307411666,-478102645,254443914,242701395.81,273478777.78,-0.4122,-0.4264,58
sh,="600599",*ST熊猫,其他金融服务,-7.8167,0,-0.9967,0.2757,1.5098,-0.1761,-0.0745,0.0435,0.0331,0.0274,0.0104,-112554410,-44714419,23498335,29668397.36,19008850.72,-0.678,-0.5598,35
sz,="002813",路畅科技,电子设备及服务,-7.8174,0,-0.4883,0.1488,9.8618,-0.748,-0.012,0.029,,,,-349197319,-2274566,20305441,,,-2.91,-2.9347,55
sz,="300098",高新兴,通信设备,-7.8901,0,-0.6668,0.2386,2.4333,-0.2681,0.1016,0.0979,0.0866,0.0811,0.1516,-1350262005,552730676,458106829,322634770.96,180514570.59,-0.7655,-0.6561,322
sz,="300199",翰宇药业,化学制剂,-7.9223,0,-1.4913,0.7709,3.158,-0.3317,-0.1079,0.0915,0.0975,0.1275,0.1058,,-386970335,349510980,311770045.03,326223275.88,-0.9973,-0.9649,200
sz,="002504",弘高创意,建筑与工程,-8.0846,0,-0.6256,-0.0353,4.7804,-0.4551,0.0836,-0.2354,0.1785,0.3466,0.3715,-362887921,78368380,-236412380,187120578.51,296356060.71,-0.3538,-0.3329,39
sh,="600238",ST椰岛,饮料,-8.1348,0,-0.5238,0.1154,4.4204,-0.4261,0.1481,-0.2269,-0.0323,-0.0178,0.0353,-274380640,107851705,-172081496,-27744772.45,-15559322.61,-0.6122,-0.5972,43
sh,="603959",百利科技,建筑与工程,-8.2531,0,-0.5262,0.1499,8.1308,-0.851,0.1499,0.1365,0.1681,,,-675314355,158712921,127693390,113244245.39,,-1.5382,-1.4248,45
sz,="002696",百洋股份,农牧渔产品,-8.3365,0,-0.1108,0.1912,1.9275,-0.1633,0.029,0.0806,0.0613,0.0714,0.0458,-303431857,51011103,127546094,57662623.59,69531036.98,-0.8685,-0.8177,62
sz,="200152",山航Ｂ,,-8.407,0,-0.016,0.0521,0.4834,-0.0568,0.0283,0.1416,0.1122,0.1937,0.1259,,124028172.2745,743313198.3477,456796879.5767,760273761.1109,-0.7125,1.0095,110
sz,="000413",东旭光电,电子元器件,-8.4453,0,-0.1589,0.1338,0.6293,-0.0715,0.069,0.0692,0.0713,0.1426,0.1432,-2286593429,2170229963,1775322610,1284961011.26,1462824602.15,-0.399,-0.2659,425
sh,="600844",丹化科技,化学原料,-8.499,0,-0.2758,0.0131,2.0068,-0.1305,-0.032,0.1164,-0.0678,-0.0723,0.0543,-261222387,-71102908,228909740,-85951106.1,-63454146.01,-0.4177,-0.4258,33
sz,="002305",南国置业,商业地产开发和管理,-8.5071,0,-0.0906,-0.024,1.1249,-0.0799,0.0267,0.0233,0.007,0.0181,0.1614,-517793852,84812267,61929494,44592744.2,-4495416.64,-0.2986,-0.2045,54
sh,="600358",*ST联合,传媒,-8.5259,0,-0.4548,0.1318,6.4669,-0.4303,-0.1236,0.1139,-0.2662,-0.0017,-0.4075,-182254858,-89021871,39631850,-157473495.03,-967213.17,-0.3609,-0.3765,36
sz,="300094",国联水产,农牧渔产品,-8.5688,0,-0.1218,0.132,2.0097,-0.2155,0.0591,0.1147,0.0647,0.0244,0.1126,-532283665,144172811,221859911,115230227.15,41826207.37,-0.5849,-0.5391,78
sh,="600805",悦达投资,工业集团企业,-8.6011,0,-0.0745,0.1565,0.6501,-0.026,0.0033,-0.0402,0.0164,0.0027,0.1444,-124901927,67852253,-248857506,86863788.57,20854460.59,-0.1468,0.1254,67
sz,="002446",盛路通信,通信设备,-8.6137,0,-0.6987,0.3306,2.4581,-0.2569,0.0412,0.037,0.0683,0.0853,0.0696,-818530890,128309856,102997743,165104679.38,154226891.4,-0.9098,-0.8433,309
sz,="002770",ST科迪,食品,-8.6378,0,-0.7379,-0.2185,1.2786,-0.142,0.0778,0.0782,0.0713,0.115,,-245902247,135706650,127511461,95772084.77,98814804.08,-0.2246,-0.1598,126
sz,="200521",虹美菱B,,-8.7154,0.0286,-0.0199,0.174,0.384,-0.0581,0.0068,0.0055,0.0528,0.0067,0.083,,44418598.4196,40166933.1699,250447275.1075,27448933.9422,-0.2898,0.0604,14
sh,="603188",ST亚邦,化学制品,-8.7325,0,-0.4153,0.3616,1.189,-0.1396,0.0326,0.1255,0.1949,0.1952,,-392464123,166873987,435433190,682424451.24,607214307.85,-0.6814,-0.3456,180
sh,="600568",*ST中珠,住宅地产开发和管理,-8.8396,0,-0.5282,0.2117,0.925,-0.094,-0.3794,0.0265,0.0609,0.0238,0.0137,-383260560,-1968731543,169526547,326598266.1,88057881.46,-0.1923,-0.1854,75
sz,="300002",神州泰岳,互联网软件与服务,-8.8496,0,-0.6673,0.6286,3.3841,-0.3122,0.0038,0.0061,0.0961,0.053,0.1319,-1353993019,20747395,54614517,511074515.31,326950436.62,-0.6904,-0.7517,193
sh,="600525",长园集团,电气部件与设备,-8.8736,0,-0.1922,0.4056,2.1857,-0.233,-0.005,0.1516,0.0954,0.1302,0.1381,-1021242385,96543634,1173089982,581452273.39,542845847.64,-0.7821,-0.6713,203
sz,="002589",瑞康医药,药品流通,-8.9658,0,-0.0174,0.1942,1.2584,-0.0506,0.11,0.1507,0.1623,0.0844,0.0814,-1022068857,688238876,996466226,797334450.47,270412613.21,-0.6792,-0.6166,408
sz,="300391",康跃科技,通用机械,-9.0072,0,-1.1867,0.2127,8.3334,-0.6369,0.0805,0.0919,0.0083,0.0058,0.0917,-699723732,114549689,80006490,5024079.25,3554393.19,-1.9973,-1.9116,37
sz,="300449",汉邦高科,电子设备及服务,-9.0967,0,-0.9486,0.2323,4.7192,-0.4087,0.0044,0.0537,0.0457,0.0802,,-487586483,5804407,49170104,29031093.31,37623083.32,-1.6105,-1.7148,44
sz,="300219",鸿利智汇,光电子器件,-9.1716,0,-0.3184,0.1806,4.8315,-0.4198,0.0665,0.1509,0.1007,0.1983,0.123,-968717484,219316228,366304503,152957146.06,189885643.74,-1.3621,-1.2324,76
sz,="300353",东土科技,通信设备,-9.1893,0,-0.9171,0.4533,3.6078,-0.3342,0.1194,0.0592,0.0743,0.0951,0.0764,-695002071,286574646,129429666,126994306.47,65631637.24,-1.3601,-0.8639,2966
sz,="300268",佳沃股份,食品,-9.1959,0,-0.0468,0.0889,22.6192,-0.3321,0.106,0.0777,0.0348,-0.3721,0.0088,-166117960,24741012,4380791,7181479.87,-92791031.58,-1.2397,-0.9434,44
sh,="600601",方正科技,电脑与外围设备,-9.2843,0,-0.2148,0.1603,6.4517,-0.5121,-0.0086,-0.242,0.0074,0.0082,0.0839,-1252965802,-25961565,-803057692,25233678.89,28429809.66,-0.5709,-0.6045,166
sz,="002473",ST圣莱,家用电器,-9.3426,0,-1.608,-0.3053,7.2929,-0.5832,0.044,-0.1903,-0.0922,0.0007,-0.034,-128273297,13216118,-59523390,-34208127.84,1149122.79,-0.8017,-0.8057,40
sz,="000850",华茂股份,纺织品,-9.3735,0.0128,-0.1514,0.1331,0.9164,-0.0985,0.094,0.0357,0.013,-0.0049,0.1194,-394639047,449856936,185322283,95485610.9,15120693.35,-0.4182,0.2095,74
sz,="300025",华星创业,通信技术服务,-9.423,0,-0.2437,0.1046,5.0027,-0.3937,-0.0031,-0.2045,0.0885,0.1338,0.1197,-236935120,16107518,-149881889,73643071.68,108692048.5,-0.5529,-0.4988,191
sh,="600638",新黄浦,住宅地产开发和管理,-9.4424,0,-0.4123,0.2586,1.2848,-0.1189,0.1267,0.1494,0.026,0.0591,0.0446,-553413490,571677178,643034641,102423303.61,225248152.08,-0.8218,-0.8216,64
sz,="002713",东易日盛,建筑与工程,-9.4988,0,-0.113,0.3527,7.8717,-0.3935,0.2185,0.2226,0.2082,0.1367,0.1197,-402807078,235028763,214231177,176284056.57,102441045.54,-0.9601,-0.5941,222
sh,="603389",*ST亚振,耐用家居用品,-9.5041,0,-0.3076,0.4827,1.6752,-0.1477,-0.1325,0.0635,,,,-98341072,-100719847,55443011,,,-0.3743,-0.4739,51
sz,="300051",三五互联,互联网软件与服务,-9.7585,0,-0.9786,0.4956,8.4345,-0.6379,-0.5597,0.0466,0.0556,-0.0951,-0.0016,-262759201,-353172317,63993646,58655100.78,-63192628.11,-0.7185,-0.7035,71
sz,="000758",中色股份,有色金属,-9.9096,0,-0.1188,0.122,2.1429,-0.1273,0.0227,0.0554,0.0684,0.0419,0.058,-1057264810,98327262,201959917,321958870.26,382143765.59,-0.5369,-0.5382,99
sz,="300351",永贵电器,电子元器件,-10.1197,0,-0.4477,0.3448,2.2795,-0.2091,-0.19,0.0689,0.0825,0.1067,0.1174,-429146927,-483385387,206073882,161746154.04,117919775.7,-1.1186,-1.1203,195
sh,="600302",标准股份,专用设备,-10.153,0,-0.3215,0.1796,1.4901,-0.1318,0.0175,-0.0218,0.0708,0.0473,-0.0778,-155742968,21325205,-32942070,86312836.76,52518217.64,-0.4501,-0.4757,23
sz,="002496",*ST辉丰,农用化工,-10.2814,0,-0.6545,0.2672,1.8085,-0.2162,-0.186,0.1011,0.0704,0.0456,0.0714,-590812808,-660536670,384887288,273272891.98,169087167.47,-0.3919,-0.3343,136
sz,="002740",爱迪尔,服装与配饰,-10.3736,0,-0.1667,0.2348,1.2681,-0.1086,0.0279,0.0464,0.051,0.0695,,-303332035,33674654,58159126,60379556.62,64888999.52,-0.668,-0.66,50
